 Complex refractive index= 1.300E+00 2.000E-03
 radius= 1.1086E-01 lambda= 2.1414E+05 x= 3.2528E-06

Qext=  1.4907E-08 Qsca=  1.0437E-23 Qabs=  1.4907E-08 <cos>= -0.0000E+00
                 Qbk =  1.2460E-24
  theta       S11           POL           S33           S34
  65.95   2.41437E-35   7.15143E-01   1.68760E-35   0.00000E+00
  66.04   2.41196E-35   7.16863E-01   1.68165E-35   0.00000E+00
  66.13   2.40955E-35   7.18582E-01   1.67570E-35   0.00000E+00
  66.22   2.40715E-35   7.20299E-01   1.66975E-35   0.00000E+00
  66.31   2.40476E-35   7.22015E-01   1.66380E-35   0.00000E+00
  66.40   2.40237E-35   7.23729E-01   1.65784E-35   0.00000E+00
  66.49   2.39999E-35   7.25442E-01   1.65187E-35   0.00000E+00
  66.58   2.39761E-35   7.27153E-01   1.64590E-35   0.00000E+00
  66.67   2.39525E-35   7.28862E-01   1.63993E-35   0.00000E+00
  66.76   2.39289E-35   7.30570E-01   1.63396E-35   0.00000E+00
  66.85   2.39054E-35   7.32276E-01   1.62797E-35   0.00000E+00
  66.94   2.38819E-35   7.33980E-01   1.62199E-35   0.00000E+00
  67.03   2.38585E-35   7.35682E-01   1.61600E-35   0.00000E+00
  67.12   2.38352E-35   7.37383E-01   1.61001E-35   0.00000E+00
  67.21   2.38120E-35   7.39081E-01   1.60401E-35   0.00000E+00
  67.30   2.37888E-35   7.40778E-01   1.59801E-35   0.00000E+00
  67.39   2.37657E-35   7.42473E-01   1.59201E-35   0.00000E+00
  67.48   2.37427E-35   7.44166E-01   1.58600E-35   0.00000E+00
  67.57   2.37197E-35   7.45856E-01   1.57999E-35   0.00000E+00
  67.66   2.36968E-35   7.47545E-01   1.57397E-35   0.00000E+00
  67.75   2.36740E-35   7.49232E-01   1.56795E-35   0.00000E+00
  67.84   2.36513E-35   7.50916E-01   1.56193E-35   0.00000E+00
  67.93   2.36286E-35   7.52598E-01   1.55590E-35   0.00000E+00
  68.02   2.36060E-35   7.54278E-01   1.54987E-35   0.00000E+00
  68.11   2.35835E-35   7.55956E-01   1.54383E-35   0.00000E+00
  68.20   2.35611E-35   7.57632E-01   1.53779E-35   0.00000E+00
  68.29   2.35387E-35   7.59305E-01   1.53175E-35   0.00000E+00
  68.38   2.35164E-35   7.60976E-01   1.52570E-35   0.00000E+00
  68.47   2.34942E-35   7.62644E-01   1.51965E-35   0.00000E+00
  68.56   2.34721E-35   7.64310E-01   1.51359E-35   0.00000E+00
  68.65   2.34500E-35   7.65973E-01   1.50754E-35   0.00000E+00
  68.74   2.34280E-35   7.67634E-01   1.50147E-35   0.00000E+00
  68.83   2.34061E-35   7.69292E-01   1.49541E-35   0.00000E+00
  68.92   2.33842E-35   7.70948E-01   1.48934E-35   0.00000E+00
  69.01   2.33625E-35   7.72601E-01   1.48326E-35   0.00000E+00
  69.10   2.33408E-35   7.74251E-01   1.47719E-35   0.00000E+00
  69.19   2.33192E-35   7.75899E-01   1.47111E-35   0.00000E+00
  69.28   2.32976E-35   7.77544E-01   1.46502E-35   0.00000E+00
  69.37   2.32762E-35   7.79185E-01   1.45893E-35   0.00000E+00
  69.46   2.32548E-35   7.80825E-01   1.45284E-35   0.00000E+00
  69.55   2.32335E-35   7.82461E-01   1.44675E-35   0.00000E+00
  69.64   2.32122E-35   7.84094E-01   1.44065E-35   0.00000E+00
  69.73   2.31911E-35   7.85725E-01   1.43455E-35   0.00000E+00
  69.82   2.31700E-35   7.87352E-01   1.42844E-35   0.00000E+00
  69.91   2.31490E-35   7.88976E-01   1.42233E-35   0.00000E+00
  70.00   2.31281E-35   7.90597E-01   1.41622E-35   0.00000E+00
  70.09   2.31072E-35   7.92215E-01   1.41010E-35   0.00000E+00
  70.18   2.30865E-35   7.93830E-01   1.40398E-35   0.00000E+00
  70.27   2.30658E-35   7.95442E-01   1.39786E-35   0.00000E+00
  70.36   2.30452E-35   7.97050E-01   1.39173E-35   0.00000E+00
  70.45   2.30247E-35   7.98655E-01   1.38560E-35   0.00000E+00
  70.54   2.30042E-35   8.00257E-01   1.37947E-35   0.00000E+00
  70.63   2.29838E-35   8.01855E-01   1.37333E-35   0.00000E+00
  70.72   2.29636E-35   8.03450E-01   1.36719E-35   0.00000E+00
  70.81   2.29433E-35   8.05041E-01   1.36104E-35   0.00000E+00
  70.90   2.29232E-35   8.06629E-01   1.35490E-35   0.00000E+00
  70.99   2.29032E-35   8.08213E-01   1.34874E-35   0.00000E+00
  71.08   2.28832E-35   8.09794E-01   1.34259E-35   0.00000E+00
  71.17   2.28633E-35   8.11371E-01   1.33643E-35   0.00000E+00
  71.26   2.28435E-35   8.12945E-01   1.33027E-35   0.00000E+00
  71.35   2.28238E-35   8.14514E-01   1.32411E-35   0.00000E+00
  71.44   2.28041E-35   8.16080E-01   1.31794E-35   0.00000E+00
  71.53   2.27846E-35   8.17642E-01   1.31177E-35   0.00000E+00
  71.62   2.27651E-35   8.19201E-01   1.30559E-35   0.00000E+00
  71.71   2.27457E-35   8.20755E-01   1.29942E-35   0.00000E+00
  71.80   2.27264E-35   8.22306E-01   1.29324E-35   0.00000E+00
  71.89   2.27072E-35   8.23852E-01   1.28705E-35   0.00000E+00
  71.98   2.26880E-35   8.25394E-01   1.28087E-35   0.00000E+00
  72.07   2.26689E-35   8.26933E-01   1.27468E-35   0.00000E+00
  72.16   2.26499E-35   8.28467E-01   1.26848E-35   0.00000E+00
  72.25   2.26310E-35   8.29997E-01   1.26229E-35   0.00000E+00
  72.34   2.26122E-35   8.31523E-01   1.25609E-35   0.00000E+00
  72.43   2.25935E-35   8.33045E-01   1.24988E-35   0.00000E+00
  72.52   2.25748E-35   8.34562E-01   1.24368E-35   0.00000E+00
  72.61   2.25563E-35   8.36076E-01   1.23747E-35   0.00000E+00
  72.70   2.25378E-35   8.37584E-01   1.23126E-35   0.00000E+00
  72.79   2.25194E-35   8.39089E-01   1.22504E-35   0.00000E+00
  72.88   2.25011E-35   8.40589E-01   1.21882E-35   0.00000E+00
  72.97   2.24828E-35   8.42084E-01   1.21260E-35   0.00000E+00
  73.06   2.24647E-35   8.43575E-01   1.20638E-35   0.00000E+00
  73.15   2.24466E-35   8.45062E-01   1.20015E-35   0.00000E+00
  73.24   2.24286E-35   8.46543E-01   1.19392E-35   0.00000E+00
  73.33   2.24107E-35   8.48020E-01   1.18769E-35   0.00000E+00
  73.42   2.23929E-35   8.49493E-01   1.18145E-35   0.00000E+00
  73.51   2.23752E-35   8.50961E-01   1.17521E-35   0.00000E+00
  73.60   2.23576E-35   8.52423E-01   1.16897E-35   0.00000E+00
  73.69   2.23400E-35   8.53882E-01   1.16273E-35   0.00000E+00
  73.78   2.23226E-35   8.55335E-01   1.15648E-35   0.00000E+00
  73.87   2.23052E-35   8.56783E-01   1.15023E-35   0.00000E+00
  73.96   2.22879E-35   8.58226E-01   1.14397E-35   0.00000E+00
  74.05   2.22707E-35   8.59665E-01   1.13772E-35   0.00000E+00
  74.14   2.22536E-35   8.61098E-01   1.13146E-35   0.00000E+00
  74.23   2.22365E-35   8.62526E-01   1.12520E-35   0.00000E+00
  74.32   2.22196E-35   8.63949E-01   1.11893E-35   0.00000E+00
  74.41   2.22027E-35   8.65367E-01   1.11266E-35   0.00000E+00
  74.50   2.21860E-35   8.66780E-01   1.10639E-35   0.00000E+00
  74.59   2.21693E-35   8.68188E-01   1.10012E-35   0.00000E+00
  74.68   2.21527E-35   8.69590E-01   1.09384E-35   0.00000E+00
  74.77   2.21362E-35   8.70987E-01   1.08757E-35   0.00000E+00
  74.86   2.21198E-35   8.72378E-01   1.08128E-35   0.00000E+00
  74.95   2.21035E-35   8.73764E-01   1.07500E-35   0.00000E+00
  75.05   2.20872E-35   8.75145E-01   1.06871E-35   0.00000E+00
  75.14   2.20711E-35   8.76520E-01   1.06243E-35   0.00000E+00
  75.23   2.20550E-35   8.77889E-01   1.05613E-35   0.00000E+00
  75.32   2.20390E-35   8.79253E-01   1.04984E-35   0.00000E+00
  75.41   2.20231E-35   8.80612E-01   1.04354E-35   0.00000E+00
  75.50   2.20073E-35   8.81964E-01   1.03724E-35   0.00000E+00
  75.59   2.19916E-35   8.83311E-01   1.03094E-35   0.00000E+00
  75.68   2.19760E-35   8.84652E-01   1.02463E-35   0.00000E+00
  75.77   2.19605E-35   8.85988E-01   1.01833E-35   0.00000E+00
  75.86   2.19450E-35   8.87317E-01   1.01202E-35   0.00000E+00
  75.95   2.19297E-35   8.88641E-01   1.00570E-35   0.00000E+00
  76.04   2.19144E-35   8.89959E-01   9.99390E-36   0.00000E+00
  76.13   2.18993E-35   8.91270E-01   9.93072E-36   0.00000E+00
  76.22   2.18842E-35   8.92576E-01   9.86752E-36   0.00000E+00
  76.31   2.18692E-35   8.93876E-01   9.80430E-36   0.00000E+00
  76.40   2.18543E-35   8.95169E-01   9.74105E-36   0.00000E+00
  76.49   2.18395E-35   8.96457E-01   9.67777E-36   0.00000E+00
  76.58   2.18248E-35   8.97738E-01   9.61448E-36   0.00000E+00
  76.67   2.18102E-35   8.99013E-01   9.55116E-36   0.00000E+00
  76.76   2.17956E-35   9.00282E-01   9.48781E-36   0.00000E+00
  76.85   2.17812E-35   9.01544E-01   9.42444E-36   0.00000E+00
  76.94   2.17669E-35   9.02800E-01   9.36105E-36   0.00000E+00
  77.03   2.17526E-35   9.04050E-01   9.29764E-36   0.00000E+00
  77.12   2.17384E-35   9.05294E-01   9.23420E-36   0.00000E+00
  77.21   2.17244E-35   9.06530E-01   9.17074E-36   0.00000E+00
  77.30   2.17104E-35   9.07761E-01   9.10725E-36   0.00000E+00
  77.39   2.16965E-35   9.08985E-01   9.04375E-36   0.00000E+00
  77.48   2.16827E-35   9.10202E-01   8.98022E-36   0.00000E+00
  77.57   2.16690E-35   9.11412E-01   8.91666E-36   0.00000E+00
  77.66   2.16554E-35   9.12616E-01   8.85309E-36   0.00000E+00
  77.75   2.16419E-35   9.13814E-01   8.78949E-36   0.00000E+00
  77.84   2.16285E-35   9.15004E-01   8.72588E-36   0.00000E+00
  77.93   2.16151E-35   9.16188E-01   8.66224E-36   0.00000E+00
  78.02   2.16019E-35   9.17365E-01   8.59858E-36   0.00000E+00
  78.11   2.15887E-35   9.18535E-01   8.53489E-36   0.00000E+00
  78.20   2.15757E-35   9.19698E-01   8.47119E-36   0.00000E+00
  78.29   2.15627E-35   9.20854E-01   8.40747E-36   0.00000E+00
  78.38   2.15499E-35   9.22003E-01   8.34372E-36   0.00000E+00
  78.47   2.15371E-35   9.23146E-01   8.27995E-36  -0.00000E+00
  78.56   2.15244E-35   9.24281E-01   8.21617E-36  -0.00000E+00
  78.65   2.15118E-35   9.25409E-01   8.15236E-36  -0.00000E+00
  78.74   2.14994E-35   9.26530E-01   8.08853E-36  -0.00000E+00
  78.83   2.14870E-35   9.27643E-01   8.02468E-36  -0.00000E+00
  78.92   2.14747E-35   9.28750E-01   7.96081E-36  -0.00000E+00
  79.01   2.14625E-35   9.29849E-01   7.89692E-36  -0.00000E+00
  79.10   2.14504E-35   9.30941E-01   7.83302E-36  -0.00000E+00
  79.19   2.14383E-35   9.32026E-01   7.76909E-36  -0.00000E+00
  79.28   2.14264E-35   9.33103E-01   7.70514E-36  -0.00000E+00
  79.37   2.14146E-35   9.34173E-01   7.64118E-36  -0.00000E+00
  79.46   2.14029E-35   9.35235E-01   7.57719E-36  -0.00000E+00
  79.55   2.13912E-35   9.36290E-01   7.51319E-36  -0.00000E+00
  79.64   2.13797E-35   9.37338E-01   7.44916E-36  -0.00000E+00
  79.73   2.13683E-35   9.38378E-01   7.38512E-36  -0.00000E+00
  79.82   2.13569E-35   9.39410E-01   7.32106E-36  -0.00000E+00
  79.91   2.13457E-35   9.40435E-01   7.25699E-36  -0.00000E+00
  80.00   2.13345E-35   9.41452E-01   7.19289E-36  -0.00000E+00
  80.09   2.13235E-35   9.42461E-01   7.12878E-36  -0.00000E+00
  80.18   2.13125E-35   9.43463E-01   7.06464E-36  -0.00000E+00
  80.27   2.13016E-35   9.44456E-01   7.00049E-36  -0.00000E+00
  80.36   2.12909E-35   9.45443E-01   6.93633E-36  -0.00000E+00
  80.45   2.12802E-35   9.46421E-01   6.87214E-36  -0.00000E+00
  80.54   2.12696E-35   9.47391E-01   6.80794E-36  -0.00000E+00
  80.63   2.12591E-35   9.48354E-01   6.74372E-36  -0.00000E+00
  80.72   2.12488E-35   9.49308E-01   6.67949E-36  -0.00000E+00
  80.81   2.12385E-35   9.50255E-01   6.61524E-36  -0.00000E+00
  80.90   2.12283E-35   9.51193E-01   6.55097E-36  -0.00000E+00
  80.99   2.12182E-35   9.52124E-01   6.48668E-36  -0.00000E+00
  81.08   2.12082E-35   9.53046E-01   6.42238E-36  -0.00000E+00
  81.17   2.11983E-35   9.53960E-01   6.35807E-36  -0.00000E+00
  81.26   2.11885E-35   9.54866E-01   6.29373E-36  -0.00000E+00
  81.35   2.11788E-35   9.55765E-01   6.22939E-36  -0.00000E+00
  81.44   2.11692E-35   9.56654E-01   6.16502E-36  -0.00000E+00
  81.53   2.11597E-35   9.57536E-01   6.10064E-36  -0.00000E+00
  81.62   2.11503E-35   9.58409E-01   6.03625E-36  -0.00000E+00
  81.71   2.11410E-35   9.59274E-01   5.97184E-36  -0.00000E+00
  81.80   2.11318E-35   9.60131E-01   5.90741E-36  -0.00000E+00
  81.89   2.11226E-35   9.60979E-01   5.84297E-36  -0.00000E+00
  81.98   2.11136E-35   9.61819E-01   5.77852E-36  -0.00000E+00
  82.07   2.11047E-35   9.62650E-01   5.71405E-36  -0.00000E+00
  82.16   2.10959E-35   9.63473E-01   5.64957E-36  -0.00000E+00
  82.25   2.10872E-35   9.64288E-01   5.58507E-36  -0.00000E+00
  82.34   2.10785E-35   9.65094E-01   5.52056E-36  -0.00000E+00
  82.43   2.10700E-35   9.65891E-01   5.45603E-36  -0.00000E+00
  82.52   2.10616E-35   9.66680E-01   5.39150E-36  -0.00000E+00
  82.61   2.10533E-35   9.67460E-01   5.32694E-36  -0.00000E+00
  82.70   2.10450E-35   9.68232E-01   5.26238E-36  -0.00000E+00
  82.79   2.10369E-35   9.68995E-01   5.19780E-36  -0.00000E+00
  82.88   2.10289E-35   9.69749E-01   5.13321E-36  -0.00000E+00
  82.97   2.10209E-35   9.70495E-01   5.06861E-36  -0.00000E+00
  83.06   2.10131E-35   9.71232E-01   5.00399E-36  -0.00000E+00
  83.15   2.10054E-35   9.71960E-01   4.93936E-36  -0.00000E+00
  83.24   2.09977E-35   9.72679E-01   4.87472E-36  -0.00000E+00
  83.33   2.09902E-35   9.73389E-01   4.81006E-36  -0.00000E+00
  83.42   2.09828E-35   9.74091E-01   4.74540E-36  -0.00000E+00
  83.51   2.09754E-35   9.74784E-01   4.68072E-36  -0.00000E+00
  83.60   2.09682E-35   9.75467E-01   4.61603E-36  -0.00000E+00
  83.69   2.09611E-35   9.76142E-01   4.55133E-36  -0.00000E+00
  83.78   2.09540E-35   9.76808E-01   4.48662E-36  -0.00000E+00
  83.87   2.09471E-35   9.77465E-01   4.42189E-36  -0.00000E+00
  83.96   2.09403E-35   9.78113E-01   4.35716E-36  -0.00000E+00
  84.05   2.09335E-35   9.78752E-01   4.29241E-36  -0.00000E+00
  84.14   2.09269E-35   9.79381E-01   4.22765E-36  -0.00000E+00
  84.23   2.09204E-35   9.80002E-01   4.16289E-36  -0.00000E+00
  84.32   2.09139E-35   9.80614E-01   4.09811E-36  -0.00000E+00
  84.41   2.09076E-35   9.81216E-01   4.03332E-36  -0.00000E+00
  84.50   2.09014E-35   9.81809E-01   3.96852E-36  -0.00000E+00
  84.59   2.08952E-35   9.82394E-01   3.90372E-36  -0.00000E+00
  84.68   2.08892E-35   9.82968E-01   3.83890E-36  -0.00000E+00
  84.77   2.08833E-35   9.83534E-01   3.77407E-36  -0.00000E+00
  84.86   2.08774E-35   9.84091E-01   3.70923E-36  -0.00000E+00
  84.95   2.08717E-35   9.84638E-01   3.64439E-36  -0.00000E+00
  85.05   2.08661E-35   9.85176E-01   3.57953E-36  -0.00000E+00
  85.14   2.08605E-35   9.85704E-01   3.51467E-36  -0.00000E+00
  85.23   2.08551E-35   9.86224E-01   3.44979E-36  -0.00000E+00
  85.32   2.08498E-35   9.86734E-01   3.38491E-36  -0.00000E+00
  85.41   2.08445E-35   9.87234E-01   3.32002E-36  -0.00000E+00
  85.50   2.08394E-35   9.87725E-01   3.25512E-36  -0.00000E+00
  85.59   2.08344E-35   9.88207E-01   3.19022E-36  -0.00000E+00
  85.68   2.08295E-35   9.88680E-01   3.12530E-36  -0.00000E+00
  85.77   2.08246E-35   9.89142E-01   3.06038E-36  -0.00000E+00
  85.86   2.08199E-35   9.89596E-01   2.99545E-36  -0.00000E+00
  85.95   2.08153E-35   9.90040E-01   2.93051E-36  -0.00000E+00
  86.04   2.08108E-35   9.90475E-01   2.86556E-36  -0.00000E+00
  86.13   2.08063E-35   9.90900E-01   2.80061E-36  -0.00000E+00
  86.22   2.08020E-35   9.91315E-01   2.73565E-36  -0.00000E+00
  86.31   2.07978E-35   9.91721E-01   2.67068E-36  -0.00000E+00
  86.40   2.07937E-35   9.92117E-01   2.60571E-36  -0.00000E+00
  86.49   2.07897E-35   9.92504E-01   2.54073E-36  -0.00000E+00
  86.58   2.07858E-35   9.92881E-01   2.47574E-36  -0.00000E+00
  86.67   2.07820E-35   9.93249E-01   2.41075E-36  -0.00000E+00
  86.76   2.07782E-35   9.93607E-01   2.34575E-36  -0.00000E+00
  86.85   2.07746E-35   9.93955E-01   2.28075E-36  -0.00000E+00
  86.94   2.07711E-35   9.94294E-01   2.21574E-36  -0.00000E+00
  87.03   2.07677E-35   9.94623E-01   2.15072E-36  -0.00000E+00
  87.12   2.07644E-35   9.94942E-01   2.08570E-36  -0.00000E+00
  87.21   2.07612E-35   9.95252E-01   2.02067E-36  -0.00000E+00
  87.30   2.07581E-35   9.95552E-01   1.95564E-36  -0.00000E+00
  87.39   2.07551E-35   9.95843E-01   1.89060E-36   0.00000E+00
  87.48   2.07522E-35   9.96123E-01   1.82556E-36   0.00000E+00
  87.57   2.07494E-35   9.96394E-01   1.76051E-36   0.00000E+00
  87.66   2.07467E-35   9.96655E-01   1.69546E-36   0.00000E+00
  87.75   2.07441E-35   9.96907E-01   1.63041E-36   0.00000E+00
  87.84   2.07417E-35   9.97148E-01   1.56535E-36   0.00000E+00
  87.93   2.07393E-35   9.97380E-01   1.50029E-36   0.00000E+00
  88.02   2.07370E-35   9.97602E-01   1.43522E-36   0.00000E+00
  88.11   2.07348E-35   9.97814E-01   1.37015E-36   0.00000E+00
  88.20   2.07327E-35   9.98017E-01   1.30507E-36   0.00000E+00
  88.29   2.07307E-35   9.98209E-01   1.23999E-36   0.00000E+00
  88.38   2.07289E-35   9.98392E-01   1.17491E-36   0.00000E+00
  88.47   2.07271E-35   9.98565E-01   1.10983E-36   0.00000E+00
  88.56   2.07254E-35   9.98729E-01   1.04474E-36   0.00000E+00
  88.65   2.07239E-35   9.98882E-01   9.79652E-37   0.00000E+00
  88.74   2.07224E-35   9.99026E-01   9.14560E-37   0.00000E+00
  88.83   2.07210E-35   9.99159E-01   8.49465E-37   0.00000E+00
  88.92   2.07198E-35   9.99283E-01   7.84368E-37   0.00000E+00
  89.01   2.07186E-35   9.99397E-01   7.19269E-37   0.00000E+00
  89.10   2.07124E-35   1.00000E+00   6.54168E-37   0.00000E+00
  89.19   2.07124E-35   1.00000E+00   5.89065E-37   0.00000E+00
  89.28   2.07124E-35   1.00000E+00   5.23961E-37   0.00000E+00
  89.37   2.07124E-35   1.00000E+00   4.58855E-37   0.00000E+00
  89.46   2.07125E-35   1.00000E+00   3.93748E-37   0.00000E+00
  89.55   2.07125E-35   1.00000E+00   3.28640E-37   0.00000E+00
  89.64   2.07125E-35   1.00000E+00   2.63531E-37   0.00000E+00
  89.73   2.07125E-35   1.00000E+00   1.98421E-37   0.00000E+00
  89.82   2.07125E-35   1.00000E+00   1.33310E-37   0.00000E+00
  89.91   2.07126E-35   1.00000E+00   6.81994E-38   0.00000E+00
  90.00   2.07126E-35   1.00000E+00   0.00000E+00   0.00000E+00
  90.09   2.07126E-35   1.00000E+00  -6.20232E-38   0.00000E+00
  90.18   2.07126E-35   1.00000E+00  -1.27135E-37   0.00000E+00
  90.27   2.07126E-35   1.00000E+00  -1.92246E-37   0.00000E+00
  90.36   2.07126E-35   1.00000E+00  -2.57357E-37   0.00000E+00
  90.45   2.07127E-35   1.00000E+00  -3.22467E-37   0.00000E+00
  90.54   2.07127E-35   1.00000E+00  -3.87577E-37   0.00000E+00
  90.63   2.07127E-35   1.00000E+00  -4.52685E-37   0.00000E+00
  90.72   2.07127E-35   1.00000E+00  -5.17793E-37   0.00000E+00
  90.81   2.07127E-35   1.00000E+00  -5.82900E-37   0.00000E+00
  90.90   2.07128E-35   1.00000E+00  -6.48005E-37   0.00000E+00
  90.99   2.07189E-35   9.99408E-01  -7.13109E-37   0.00000E+00
  91.08   2.07201E-35   9.99294E-01  -7.78211E-37   0.00000E+00
  91.17   2.07214E-35   9.99171E-01  -8.43312E-37   0.00000E+00
  91.26   2.07228E-35   9.99039E-01  -9.08410E-37   0.00000E+00
  91.35   2.07243E-35   9.98896E-01  -9.73506E-37   0.00000E+00
  91.44   2.07259E-35   9.98744E-01  -1.03860E-36   0.00000E+00
  91.53   2.07276E-35   9.98581E-01  -1.10369E-36   0.00000E+00
  91.62   2.07294E-35   9.98409E-01  -1.16878E-36   0.00000E+00
  91.71   2.07313E-35   9.98227E-01  -1.23387E-36   0.00000E+00
  91.80   2.07333E-35   9.98036E-01  -1.29895E-36   0.00000E+00
  91.89   2.07354E-35   9.97834E-01  -1.36403E-36   0.00000E+00
  91.98   2.07376E-35   9.97623E-01  -1.42911E-36   0.00000E+00
  92.07   2.07399E-35   9.97401E-01  -1.49418E-36   0.00000E+00
  92.16   2.07424E-35   9.97171E-01  -1.55925E-36   0.00000E+00
  92.25   2.07449E-35   9.96930E-01  -1.62432E-36   0.00000E+00
  92.34   2.07475E-35   9.96679E-01  -1.68938E-36   0.00000E+00
  92.43   2.07502E-35   9.96419E-01  -1.75444E-36   0.00000E+00
  92.52   2.07530E-35   9.96149E-01  -1.81949E-36   0.00000E+00
  92.61   2.07560E-35   9.95870E-01  -1.88454E-36   0.00000E+00
  92.70   2.07590E-35   9.95580E-01  -1.94959E-36  -0.00000E+00
  92.79   2.07621E-35   9.95281E-01  -2.01463E-36  -0.00000E+00
  92.88   2.07654E-35   9.94972E-01  -2.07966E-36  -0.00000E+00
  92.97   2.07687E-35   9.94654E-01  -2.14469E-36  -0.00000E+00
  93.06   2.07721E-35   9.94326E-01  -2.20972E-36  -0.00000E+00
  93.15   2.07757E-35   9.93988E-01  -2.27474E-36  -0.00000E+00
  93.24   2.07793E-35   9.93640E-01  -2.33975E-36  -0.00000E+00
  93.33   2.07830E-35   9.93283E-01  -2.40476E-36  -0.00000E+00
  93.42   2.07869E-35   9.92917E-01  -2.46977E-36  -0.00000E+00
  93.51   2.07908E-35   9.92540E-01  -2.53476E-36  -0.00000E+00
  93.60   2.07949E-35   9.92154E-01  -2.59975E-36  -0.00000E+00
  93.69   2.07990E-35   9.91759E-01  -2.66474E-36  -0.00000E+00
  93.78   2.08033E-35   9.91354E-01  -2.72972E-36  -0.00000E+00
  93.87   2.08076E-35   9.90939E-01  -2.79469E-36  -0.00000E+00
  93.96   2.08121E-35   9.90515E-01  -2.85965E-36  -0.00000E+00
  94.05   2.08166E-35   9.90081E-01  -2.92461E-36  -0.00000E+00
  94.14   2.08213E-35   9.89638E-01  -2.98956E-36  -0.00000E+00
  94.23   2.08260E-35   9.89186E-01  -3.05450E-36  -0.00000E+00
  94.32   2.08309E-35   9.88724E-01  -3.11944E-36  -0.00000E+00
  94.41   2.08358E-35   9.88252E-01  -3.18437E-36  -0.00000E+00
  94.50   2.08409E-35   9.87771E-01  -3.24929E-36  -0.00000E+00
  94.59   2.08460E-35   9.87281E-01  -3.31420E-36  -0.00000E+00
  94.68   2.08513E-35   9.86781E-01  -3.37911E-36  -0.00000E+00
  94.77   2.08567E-35   9.86272E-01  -3.44400E-36  -0.00000E+00
  94.86   2.08621E-35   9.85754E-01  -3.50889E-36  -0.00000E+00
  94.95   2.08677E-35   9.85226E-01  -3.57377E-36  -0.00000E+00
  95.05   2.08733E-35   9.84689E-01  -3.63864E-36  -0.00000E+00
  95.14   2.08791E-35   9.84143E-01  -3.70350E-36  -0.00000E+00
  95.23   2.08850E-35   9.83587E-01  -3.76836E-36  -0.00000E+00
  95.32   2.08909E-35   9.83022E-01  -3.83320E-36  -0.00000E+00
  95.41   2.08970E-35   9.82448E-01  -3.89803E-36  -0.00000E+00
  95.50   2.09032E-35   9.81865E-01  -3.96286E-36  -0.00000E+00
  95.59   2.09094E-35   9.81273E-01  -4.02767E-36  -0.00000E+00
  95.68   2.09158E-35   9.80671E-01  -4.09248E-36  -0.00000E+00
  95.77   2.09223E-35   9.80060E-01  -4.15727E-36  -0.00000E+00
  95.86   2.09288E-35   9.79440E-01  -4.22206E-36  -0.00000E+00
  95.95   2.09355E-35   9.78811E-01  -4.28683E-36  -0.00000E+00
  96.04   2.09422E-35   9.78173E-01  -4.35160E-36  -0.00000E+00
  96.13   2.09491E-35   9.77526E-01  -4.41635E-36  -0.00000E+00
  96.22   2.09561E-35   9.76870E-01  -4.48109E-36  -0.00000E+00
  96.31   2.09632E-35   9.76205E-01  -4.54582E-36  -0.00000E+00
  96.40   2.09703E-35   9.75531E-01  -4.61054E-36  -0.00000E+00
  96.49   2.09776E-35   9.74848E-01  -4.67525E-36  -0.00000E+00
  96.58   2.09849E-35   9.74157E-01  -4.73995E-36  -0.00000E+00
  96.67   2.09924E-35   9.73456E-01  -4.80464E-36  -0.00000E+00
  96.76   2.10000E-35   9.72746E-01  -4.86931E-36  -0.00000E+00
  96.85   2.10076E-35   9.72028E-01  -4.93397E-36  -0.00000E+00
  96.94   2.10154E-35   9.71301E-01  -4.99862E-36  -0.00000E+00
  97.03   2.10233E-35   9.70565E-01  -5.06326E-36  -0.00000E+00
  97.12   2.10312E-35   9.69820E-01  -5.12789E-36  -0.00000E+00
  97.21   2.10393E-35   9.69066E-01  -5.19250E-36  -0.00000E+00
  97.30   2.10475E-35   9.68304E-01  -5.25710E-36  -0.00000E+00
  97.39   2.10557E-35   9.67533E-01  -5.32169E-36  -0.00000E+00
  97.48   2.10641E-35   9.66754E-01  -5.38626E-36  -0.00000E+00
  97.57   2.10725E-35   9.65966E-01  -5.45082E-36  -0.00000E+00
  97.66   2.10811E-35   9.65169E-01  -5.51537E-36  -0.00000E+00
  97.75   2.10897E-35   9.64364E-01  -5.57990E-36  -0.00000E+00
  97.84   2.10985E-35   9.63550E-01  -5.64442E-36  -0.00000E+00
  97.93   2.11073E-35   9.62728E-01  -5.70893E-36  -0.00000E+00
  98.02   2.11163E-35   9.61897E-01  -5.77342E-36  -0.00000E+00
  98.11   2.11253E-35   9.61058E-01  -5.83790E-36  -0.00000E+00
  98.20   2.11345E-35   9.60211E-01  -5.90237E-36  -0.00000E+00
  98.29   2.11437E-35   9.59355E-01  -5.96682E-36  -0.00000E+00
  98.38   2.11531E-35   9.58491E-01  -6.03125E-36  -0.00000E+00
  98.47   2.11625E-35   9.57618E-01  -6.09567E-36  -0.00000E+00
  98.56   2.11720E-35   9.56737E-01  -6.16008E-36  -0.00000E+00
  98.65   2.11817E-35   9.55848E-01  -6.22447E-36  -0.00000E+00
  98.74   2.11914E-35   9.54951E-01  -6.28884E-36  -0.00000E+00
  98.83   2.12013E-35   9.54046E-01  -6.35320E-36  -0.00000E+00
  98.92   2.12112E-35   9.53132E-01  -6.41754E-36  -0.00000E+00
